group_id,artifact_id,version_number
org.bitbucket.davidmc24.mongodb.aggregate,mongo-java-aggregate,0.1.0
com.nesscomputing.components,ness-pg-embedded,2.6.1
com.mikepenz.materialdrawer,library,2.9.5
com.netflix.archaius,archaius2-archaius1-bridge,2.0.1
org.bitbucket.davidmc24.mongodb.aggregate,mongo-java-aggregate,0.1.1
com.nesscomputing.components,ness-pg-embedded,2.6.2
com.netflix.archaius,archaius2-archaius1-bridge,2.0.2
com.mikepenz.materialdrawer,library,2.9.6
org.bitbucket.davidmc24.mongodb.aggregate,mongo-java-aggregate,0.1.2
com.netflix.archaius,archaius2-archaius1-bridge,2.0.3
com.mikepenz.materialdrawer,library,2.9.7
com.netflix.archaius,archaius2-archaius1-bridge,2.0.4
com.mikepenz.materialdrawer,library,2.9.8
com.nimbusds,oauth2-oidc-sdk,2.0
com.netflix.archaius,archaius2-archaius1-bridge,2.0.5
com.nimbusds,oauth2-oidc-sdk,2.1
com.madgag,roboguice,1.99.0.4-UNOFFICIAL-ROBERTO-RELEASE
com.netflix.archaius,archaius2-archaius1-bridge,2.0.6
com.mikepenz,materialize,0.0.1
com.nimbusds,oauth2-oidc-sdk,2.10
com.madgag,roboguice,2.0b1040
com.mikepenz,materialize,0.1.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0
com.nimbusds,oauth2-oidc-sdk,2.11
com.mikepenz,materialize,0.1.1
com.nimbusds,oauth2-oidc-sdk,2.12
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.10
com.mikepenz,materialize,0.1.2
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.11
com.nimbusds,oauth2-oidc-sdk,2.13
com.mikepenz,materialize,0.1.3
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.12
com.nimbusds,oauth2-oidc-sdk,2.14
com.mikepenz,materialize,0.2.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.13
com.nimbusds,oauth2-oidc-sdk,2.14.1
com.mikepenz,materialize,0.2.1
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.14
com.nimbusds,oauth2-oidc-sdk,2.14.2
com.mikepenz,materialize,0.2.2
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.15
com.nimbusds,oauth2-oidc-sdk,2.15
com.mikepenz,materialize,0.2.5
com.nimbusds,oauth2-oidc-sdk,2.15.1
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.16
com.mikepenz,materialize,0.2.6
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.17
com.nimbusds,oauth2-oidc-sdk,2.15.2
com.mikepenz,materialize,0.2.7
com.nimbusds,oauth2-oidc-sdk,2.15.3
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.18
com.nimbusds,oauth2-oidc-sdk,2.2
com.mikepenz,materialize,0.2.8
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.19
com.mikepenz,materialize,0.5.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.20
com.nimbusds,oauth2-oidc-sdk,2.3
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.21
com.mikepenz,materialize,0.5.1
com.nimbusds,oauth2-oidc-sdk,2.4
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.22
com.mikepenz,materialize,0.5.2
com.mikepenz,materialize,0.7.1
com.nimbusds,oauth2-oidc-sdk,2.5
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.23
com.mikepenz,materialize,0.6.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.24
com.nimbusds,oauth2-oidc-sdk,2.6
com.mikepenz,materialize,0.7.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.25
com.nimbusds,oauth2-oidc-sdk,2.7
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.26
com.nimbusds,oauth2-oidc-sdk,2.8
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.27
com.mikepenz,materialize,0.8.0
com.nimbusds,oauth2-oidc-sdk,2.9
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.28
com.mikepenz,materialize,0.8.1
org.codehaus.cargo,cargo-maven2-plugin,0.1
com.nimbusds,oauth2-oidc-sdk,3.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.29
com.mikepenz,materialize,0.8.2
org.codehaus.cargo,cargo-maven2-plugin,0.2
com.nimbusds,oauth2-oidc-sdk,3.0.1
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.30
com.mikepenz,materialize,0.8.5
org.codehaus.cargo,cargo-maven2-plugin,0.3
com.nimbusds,oauth2-oidc-sdk,3.0.2
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.31
com.orangesignal,orangesignal-csv,2.0.0
com.nimbusds,oauth2-oidc-sdk,3.1
com.mikepenz,materialize,0.8.6
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.32
com.orangesignal,orangesignal-csv,2.1.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.33
com.nimbusds,oauth2-oidc-sdk,3.2
com.mikepenz,materialize,0.8.7
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.34
com.orangesignal,orangesignal-csv,2.2.0
com.nimbusds,oauth2-oidc-sdk,3.3
com.mikepenz,materialize,0.8.8
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.35
com.orangesignal,orangesignal-csv,2.2.1
com.nimbusds,oauth2-oidc-sdk,3.4
com.mikepenz,materialize,0.9.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.36
com.nimbusds,oauth2-oidc-sdk,3.4.1
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.37
com.mikepenz,meteocons-typeface,1.1.0.1
com.nimbusds,oauth2-oidc-sdk,4.0
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.38
com.mikepenz,meteocons-typeface,1.1.0.2
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.39
com.nimbusds,oauth2-oidc-sdk,4.1
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.8
com.mikepenz,meteocons-typeface,1.1.1
com.nimbusds,oauth2-oidc-sdk,4.11
com.netflix.archaius,archaius2-commons-configuration,2.0.0-rc.9
com.mikepenz,meteocons-typeface,1.1.2
com.nimbusds,oauth2-oidc-sdk,4.12
com.netflix.archaius,archaius2-commons-configuration,2.0.1
com.mikepenz,meteocons-typeface,1.1.3
com.nimbusds,oauth2-oidc-sdk,4.12.1
com.netflix.archaius,archaius2-commons-configuration,2.0.2
com.mikepenz,octicons-typeface,3.2.0.1
com.netflix.archaius,archaius2-commons-configuration,2.0.3
com.nimbusds,oauth2-oidc-sdk,4.13
com.mikepenz,octicons-typeface,2.2.0
com.netflix.archaius,archaius2-commons-configuration,2.0.4
com.mikepenz,octicons-typeface,2.2.1
com.nimbusds,oauth2-oidc-sdk,4.14
com.netflix.archaius,archaius2-commons-configuration,2.0.5
com.nimbusds,oauth2-oidc-sdk,4.14.1
com.mikepenz,octicons-typeface,2.2.2
com.netflix.archaius,archaius2-commons-configuration,2.0.6
com.mikepenz,octicons-typeface,3.0.0.1
com.nimbusds,oauth2-oidc-sdk,4.14.2
com.nimbusds,oauth2-oidc-sdk,4.15
com.netflix.archaius,archaius2-core,2.0.0
com.nimbusds,oauth2-oidc-sdk,4.14.3
com.mikepenz,octicons-typeface,3.0.1
com.netflix.archaius,archaius2-core,2.0.0-rc.10
com.mikepenz,octicons-typeface,3.2.0.2
com.netflix.archaius,archaius2-core,2.0.0-rc.11
com.nimbusds,oauth2-oidc-sdk,4.16
com.netflix.archaius,archaius2-core,2.0.0-rc.12
com.nimbusds,oauth2-oidc-sdk,4.16.1
com.netflix.archaius,archaius2-core,2.0.0-rc.13
com.mikepenz,typeicons-typeface,2.0.7.1
com.netflix.archaius,archaius2-core,2.0.0-rc.14
com.mikepenz,typeicons-typeface,2.0.7.2
com.nimbusds,oauth2-oidc-sdk,4.17
com.netflix.archaius,archaius2-core,2.0.0-rc.15
com.nimbusds,oauth2-oidc-sdk,4.2
com.mikepenz,weather-icons-typeface,2.0.10.1
com.netflix.archaius,archaius2-core,2.0.0-rc.16
com.mikepenz,weather-icons-typeface,2.0.10.2
com.nimbusds,oauth2-oidc-sdk,4.3
com.netflix.archaius,archaius2-core,2.0.0-rc.17
com.netflix.archaius,archaius2-core,2.0.0-rc.18
com.nimbusds,oauth2-oidc-sdk,4.4
com.orbitz.erma,erma-api,4.6
com.nimbusds,oauth2-oidc-sdk,4.4.1
com.netflix.archaius,archaius2-core,2.0.0-rc.19
com.orbitz.erma,erma-api,4.7
com.netflix.archaius,archaius2-core,2.0.0-rc.20
com.nimbusds,oauth2-oidc-sdk,4.4.2
com.netflix.archaius,archaius2-core,2.0.0-rc.21
com.orbitz.erma,erma-api,4.8
com.nimbusds,oauth2-oidc-sdk,4.4.3
com.netflix.archaius,archaius2-core,2.0.0-rc.22
com.orbitz.erma,erma-api,4.8.1
com.nimbusds,oauth2-oidc-sdk,4.5
com.netflix.archaius,archaius2-core,2.0.0-rc.23
com.nimbusds,oauth2-oidc-sdk,4.6
com.netflix.archaius,archaius2-core,2.0.0-rc.24
com.nimbusds,oauth2-oidc-sdk,4.7
com.netflix.archaius,archaius2-core,2.0.0-rc.25
com.nimbusds,oauth2-oidc-sdk,4.7.1
com.netflix.archaius,archaius2-core,2.0.0-rc.26
com.nimbusds,oauth2-oidc-sdk,4.8
com.netflix.archaius,archaius2-core,2.0.0-rc.27
com.netflix.archaius,archaius2-core,2.0.0-rc.28
com.nimbusds,oauth2-oidc-sdk,4.8.1
com.netflix.archaius,archaius2-core,2.0.0-rc.29
com.nimbusds,oauth2-oidc-sdk,4.8.2
com.netflix.archaius,archaius2-core,2.0.0-rc.30
com.nimbusds,oauth2-oidc-sdk,4.8.3
com.netflix.archaius,archaius2-core,2.0.0-rc.31
